feature,importance
y_lag24,0.18505477755414362
y_roll24,0.13987661421074749
y_lag1,0.1276474687518414
y_lag23,0.12026723600240125
y_lag2,0.0630229235636229
y_lag48,0.0545553381019551
y_lag168,0.040293398437501224
y_lag22,0.019627630269485465
w_heraklion_relative_humidity_2m_missing,0.009899639310177078
y_lag3,0.008827097421926212
w_heraklion_precipitation_missing,0.008499713298851174
gas_lag3,0.0060915485710958785
gas_lag1,0.005619344242840835
w_heraklion_cloud_cover_missing,0.005344028971699767
gas_lag168,0.005233679345809245
gas_lag2,0.005224826658435083
solar_fc_dayahead_missing,0.004317332837488583
hour_cos,0.004292979216059867
hour_sin,0.0038948464699882735
w_heraklion_wind_speed_10m_missing,0.003844783454194654
residual_load_lag1,0.003606685232814524
gen_fc_dayahead,0.0033630589130617477
gas_price,0.003338934629833641
w_athens_temperature_2m_missing,0.003308418679313032
dow,0.0031200295711225363
w_athens_relative_humidity_2m_missing,0.003088198360200669
y_roll168,0.0030480995653545183
gas_lag24,0.0030432941733521163
y_lag21,0.002981806157046947
w_thessaloniki_temperature_2m,0.0029595424236270283
gen_solar_lag24,0.0027940722343351445
gas_lag6,0.0027685232602953367
dow_cos,0.0027571639180300526
gen_solar_lag1,0.0024783475722467974
hour,0.0024395491366396315
gen_solar_lag2,0.002410777320596953
solar_fc_dayahead,0.002378081143771267
w_heraklion_temperature_2m_missing,0.002257582196558165
y_lag4,0.0021850545144846013
dow_sin,0.002130255257394753
co2_lag168,0.0020953576666738823
w_patras_shortwave_radiation,0.002088453771928244
w_athens_wind_gusts_10m,0.002068174221397248
w_gr_mean_shortwave_radiation,0.002029273340299455
gas_lag48,0.0019928879616578836
y_lag11,0.001923106051563792
w_larissa_shortwave_radiation,0.0018629456356848886
y_lag12,0.0018540809575317097
gen_solar_lag48,0.0018302876430875273
wind_onshore_fc_dayahead,0.0017484170486840834
w_patras_temperature_2m,0.001723449219972925
y_lag10,0.001712968697035761
y_lag9,0.0016417865433493225
co2_lag12,0.0015751377190384728
w_athens_wind_speed_10m,0.0015337717433224602
w_gr_mean_temperature_2m,0.0015294969723953754
residual_load_lag168,0.0015145908042631117
w_heraklion_wind_gusts_10m,0.001511120579683442
co2_lag2,0.0015009540288919846
w_gr_mean_wind_speed_10m,0.0014998508772224568
gas_lag12,0.001490042885648195
load_lag6,0.0014812049830209755
y_lag16,0.0014659009072898889
co2_lag6,0.0014635588636757524
w_larissa_wind_gusts_10m,0.0014612756098033963
y_lag20,0.0014612360285911085
co2_lag24,0.0014515977705683632
w_heraklion_shortwave_radiation,0.0014508145282263853
gen_wind_lag48,0.0014393160696414427
residual_load_lag2,0.001438867754204618
w_heraklion_wind_speed_10m,0.001437281711745179
w_thessaloniki_shortwave_radiation,0.001433265615681928
y_lag15,0.001432800420022216
w_gr_mean_wind_gusts_10m,0.001425340525659264
gen_wind_lag1,0.0014007120476358084
y_lag7,0.0013970858265135925
co2_lag1,0.0013965993268484432
residual_load_lag3,0.0013736943777894618
gen_solar_lag168,0.0013369602188184363
co2_lag48,0.00133484809548156
y_lag8,0.0013266589754898702
y_lag5,0.001321850440273551
residual_load_lag24,0.0013079953861581894
load_lag12,0.0012995935753581176
co2_lag3,0.0012922133090810623
w_larissa_temperature_2m,0.0012799872546820053
load_lag3,0.0012699851987522028
y_lag19,0.001262007023338941
load_lag168,0.0012533272127302122
w_heraklion_temperature_2m,0.0012529118428318505
w_athens_relative_humidity_2m,0.0012528765689867824
gen_wind_lag24,0.001248928343061072
w_athens_shortwave_radiation,0.001246845672802751
w_heraklion_relative_humidity_2m,0.0012384546886283932
y_lag13,0.0012383433955726662
w_thessaloniki_relative_humidity_2m,0.0012339078550744947
w_athens_temperature_2m,0.001228838665933727
w_larissa_cloud_cover,0.0012020949213594784
y_lag14,0.0012019795537671924
load_lag48,0.001196603959477185
residual_load_lag12,0.0011955476067704212
gen_wind_lag2,0.0011954349167307313
y_lag18,0.0011821532081168918
w_thessaloniki_wind_gusts_10m,0.001177724768953866
