feature,category,CL — LightGBM,CL — RandomForest,CL — XGBoost,Direct — LGBM Dense,MIMO — RF (two-stage),MIMO — XGB Dense,OL — LGBM Daily-Opt,OL — XGB Dense+SS,avg
load_pred_h10,Other,0.0,0.0,0.0,0.0,0.0011616406255723652,0.0,0.0,0.0,0.00014520507819654565
load_pred_h11,Other,0.0,0.0,0.0,0.0,0.0011556879221491132,0.0,0.0,0.0,0.00014446099026863915
load_pred_h08,Other,0.0,0.0,0.0,0.0,0.0011321904394335195,0.0,0.0,0.0,0.00014152380492918993
load_pred_h06,Other,0.0,0.0,0.0,0.0,0.0010815491981614079,0.0,0.0,0.0,0.00013519364977017598
load_pred_h05,Other,0.0,0.0,0.0,0.0,0.0010778771091749639,0.0,0.0,0.0,0.00013473463864687048
load_pred_h19,Other,0.0,0.0,0.0,0.0,0.0010442017238080595,0.0,0.0,0.0,0.00013052521547600744
load_pred_h04,Other,0.0,0.0,0.0,0.0,0.001032706551217306,0.0,0.0,0.0,0.00012908831890216324
load_pred_h17,Other,0.0,0.0,0.0,0.0,0.0010022592531862822,0.0,0.0,0.0,0.00012528240664828527
load_pred_h18,Other,0.0,0.0,0.0,0.0,0.0009948267369830845,0.0,0.0,0.0,0.00012435334212288556
load_pred_h20,Other,0.0,0.0,0.0,0.0,0.0009661234619116575,0.0,0.0,0.0,0.00012076543273895719
load_pred_h07,Other,0.0,0.0,0.0,0.0,0.0009600046499165018,0.0,0.0,0.0,0.00012000058123956272
load_pred_h21,Other,0.0,0.0,0.0,0.0,0.0009496577249306917,0.0,0.0,0.0,0.00011870721561633646
load_pred_h12,Other,0.0,0.0,0.0,0.0,0.0009139154572505403,0.0,0.0,0.0,0.00011423943215631754
load_pred_h16,Other,0.0,0.0,0.0,0.0,0.0008992739906522603,0.0,0.0,0.0,0.00011240924883153254
load_pred_h03,Other,0.0,0.0,0.0,0.0,0.0008992564639858838,0.0,0.0,0.0,0.00011240705799823547
load_pred_h15,Other,0.0,0.0,0.0,0.0,0.0008816162350696105,0.0,0.0,0.0,0.00011020202938370131
load_pred_h22,Other,0.0,0.0,0.0,0.0,0.0008646247363689813,0.0,0.0,0.0,0.00010807809204612267
load_pred_h13,Other,0.0,0.0,0.0,0.0,0.0008446070695820315,0.0,0.0,0.0,0.00010557588369775393
load_pred_h14,Other,0.0,0.0,0.0,0.0,0.0008388888854052314,0.0,0.0,0.0,0.00010486111067565393
load_pred_h24,Other,0.0,0.0,0.0,0.0,0.0008145603190129407,0.0,0.0,0.0,0.00010182003987661759
load_pred_h23,Other,0.0,0.0,0.0,0.0,0.0008067675293555376,0.0,0.0,0.0,0.0001008459411694422
load_pred_h02,Other,0.0,0.0,0.0,0.0,0.0007280252729622123,0.0,0.0,0.0,9.100315912027653e-05
load_pred_h01,Other,0.0,0.0,0.0,0.0,0.0005828514134274931,0.0,0.0,0.0,7.285642667843664e-05
w_patras_precipitation_missing,Other,0.0,6.82998382847019e-05,0.0,0.0,5.2227554936411044e-06,2.295047020274578e-05,0.0,0.00032983236657420183,5.328817881941133e-05
w_heraklion_shortwave_radiation_missing,Other,0.0,0.00034077446547000376,0.0,0.0,7.239142535234045e-05,0.0,0.0,0.0,5.164573635279303e-05
w_patras_temperature_2m_missing,Other,0.0,9.979165245228837e-05,0.0,6.720430107526881e-07,4.965109293203021e-06,7.758953600887421e-05,0.0,0.00017985844017174467,4.535959761710787e-05
w_athens_precipitation_missing,Other,0.0,7.030383135733059e-05,0.0,0.0,2.341881941011173e-05,0.0001938679887865085,0.0,0.0,3.594882994424385e-05
w_heraklion_wind_gusts_10m_missing,Other,0.0,0.00018847875121129261,0.0,0.0,6.300170688500012e-05,0.0,0.0,0.0,3.143505726203659e-05
w_athens_wind_speed_10m_missing,Other,0.0,0.00012378702689525202,0.0,0.0,2.6273764569117684e-05,0.0,0.0,0.0,1.875759893304621e-05
w_thessaloniki_temperature_2m_missing,Other,0.0,0.00011544137994294563,0.0,0.0,2.346285133946763e-05,0.0,0.0,0.0,1.736302891030166e-05
w_thessaloniki_relative_humidity_2m_missing,Other,0.0,0.00010828173909111169,0.0,0.0,2.5007349149858717e-05,0.0,0.0,0.0,1.6661136030121302e-05
w_thessaloniki_precipitation_missing,Other,0.0,9.831907563082515e-05,0.0,0.0,2.6670289296075648e-05,0.0,0.0,0.0,1.56236706158626e-05
w_athens_wind_gusts_10m_missing,Other,0.0,7.036705280615558e-05,0.0,0.0,3.163410929489816e-05,0.0,0.0,0.0,1.2750145262631718e-05
w_thessaloniki_cloud_cover_missing,Other,0.0,7.069474542322805e-05,0.0,0.0,2.98719721189601e-05,0.0,0.0,0.0,1.257083969277352e-05
w_thessaloniki_wind_gusts_10m_missing,Other,0.0,6.850397469263366e-05,0.0,0.0,2.282488794009714e-05,0.0,0.0,0.0,1.141610782909135e-05
w_athens_cloud_cover_missing,Other,0.0,6.408651666071619e-05,0.0,0.0,2.7196253493285687e-05,0.0,0.0,0.0,1.1410346269250235e-05
w_thessaloniki_wind_speed_10m_missing,Other,0.0,6.02840359183233e-05,0.0,0.0,2.8315578814294636e-05,0.0,0.0,0.0,1.1074951841577243e-05
w_thessaloniki_shortwave_radiation_missing,Other,0.0,6.26349753033735e-05,0.0,0.0,2.5684546560173466e-05,0.0,0.0,0.0,1.1039940232943371e-05
w_athens_shortwave_radiation_missing,Other,0.0,5.956746265569469e-05,0.0,0.0,2.0751533291397043e-05,0.0,0.0,0.0,1.0039874493386467e-05
w_patras_relative_humidity_2m_missing,Other,0.0,4.257540881289994e-05,0.0,0.0,5.319076556597089e-06,3.0751588098467166e-05,0.0,0.0,9.830759183495524e-06
w_patras_wind_gusts_10m_missing,Other,0.0,7.258065979437853e-05,0.0,0.0,4.283909558986361e-06,0.0,0.0,0.0,9.60807116917061e-06
w_patras_wind_speed_10m_missing,Other,0.0,4.5395920813309155e-05,0.0,0.0,5.1590051919286945e-06,0.0,0.0,0.0,6.3193657506547315e-06
w_patras_shortwave_radiation_missing,Other,0.0,3.873998040641167e-05,0.0,0.0,3.825325011920177e-06,0.0,0.0,0.0,5.3206631772914804e-06
w_patras_cloud_cover_missing,Other,0.0,3.251079303924776e-05,0.0,0.0,4.1306929331848495e-06,0.0,0.0,0.0,4.580185746554076e-06
w_larissa_cloud_cover_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_larissa_relative_humidity_2m_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_larissa_shortwave_radiation_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_gr_mean_temperature_2m_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_gr_mean_relative_humidity_2m_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_gr_mean_wind_speed_10m_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_gr_mean_shortwave_radiation_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_gr_mean_precipitation_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_gr_mean_cloud_cover_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_larissa_precipitation_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_gr_mean_wind_gusts_10m_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_larissa_temperature_2m_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_larissa_wind_gusts_10m_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
w_larissa_wind_speed_10m_missing,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
