feature,category,CL — LightGBM,CL — RandomForest,CL — XGBoost,Direct — LGBM Dense,MIMO — RF (two-stage),MIMO — XGB Dense,OL — LGBM Daily-Opt,OL — XGB Dense+SS,avg
w_patras_wind_speed_10m,Other,0.00031999491596910643,0.0005884101848313773,0.000991722053044565,0.009981182795698925,0.0003562493587577807,0.0014150538575007183,0.004957708100743656,0.0008081417184748182,0.0024273078731276185
w_athens_relative_humidity_2m,Other,0.00032620203969627984,0.0008189276352106635,0.0017051945043603178,0.008141801075268818,0.0006482874583203239,0.0023607469808697257,0.004030503150604575,0.0012528765689867824,0.0024105674266646855
co2_lag12,CO₂ price lag,0.00018436056310040078,0.00361239281518657,0.0014299041799626586,0.0060194892473118275,0.0005483856661305641,0.002341420369196372,0.0035195943005279394,0.0015751377190384728,0.0024038356075568503
w_larissa_shortwave_radiation,Other,0.000375472601901527,0.001414856495423069,0.00394598374672584,0.0021875,0.0007395433636714973,0.002226849701266115,0.006357976800953696,0.0018629456356848886,0.002388891043203329
w_gr_mean_wind_speed_10m,Other,0.0003822721751798554,0.0009847584514818166,0.0010499716205274838,0.008512768817204301,0.00035792731528441003,0.001259365737670142,0.004711714950706757,0.0014998508772224568,0.002344828743159653
w_patras_relative_humidity_2m,Other,0.0003039413986482711,0.000668269966811231,0.0011474894710602034,0.010275537634408603,0.00047670199742056753,0.0014800757400896154,0.0033871364505080703,0.0008147297784294658,0.002319235304672003
w_heraklion_wind_gusts_10m,Other,0.0005112006606846051,0.0008465058168025458,0.0014164604228627806,0.00760752688172043,0.0005898771533702931,0.0018014024288238793,0.004162961000624444,0.001511120579683442,0.0023058818680715527
w_thessaloniki_wind_speed_10m,Other,0.00042009543205949717,0.000676505713573164,0.0012548619945024213,0.008122983870967743,0.000484339497633921,0.0015669713021066512,0.004863095350729464,0.0010540453549181073,0.002305362314561371
w_athens_temperature_2m,Other,0.0004587370646561372,0.0012203502041292418,0.0013758116869965827,0.007174059139784947,0.0005951578671439653,0.0020667935646541073,0.0042386512006357974,0.001228838665933727,0.0022947999242418134
w_thessaloniki_wind_gusts_10m,Other,0.0005362037860812207,0.0007470407908187653,0.0017577648670704996,0.007549731182795698,0.00046754249880241814,0.0017647087760456338,0.004352186500652828,0.001177724768953866,0.0022941128964026163
w_heraklion_relative_humidity_2m,Other,0.00035878521930562463,0.0007459371586832812,0.0012825765231066035,0.008603494623655913,0.0005203085711340913,0.001700345840545466,0.003765587450564838,0.0012384546886283932,0.0022769362594530266
co2_lag1,CO₂ price lag,8.102590613345567e-05,0.007441883052908173,0.0015085689193251083,0.0032506720430107525,0.00046648160104164623,0.0020767303931348248,0.00198686775029803,0.0013965993268484432,0.002276103624087554
w_athens_wind_gusts_10m,Other,0.00045397559059499084,0.0009536223180854211,0.0017805121869742236,0.0065766129032258066,0.0005122304487716978,0.0019484805637788908,0.0038412776505761916,0.002068174221397248,0.002266860735425559
load_lag24,Load / Load-FC,0.0003080942141939706,0.001404247158420911,0.0011181150928813721,0.007225806451612903,0.0004265448555602534,0.0016249034650533344,0.004692792400703919,0.001154141234934809,0.0022443306091701836
w_gr_mean_relative_humidity_2m,Other,0.0002860503195896281,0.0008126466783951121,0.001066531466389084,0.008279569892473118,0.0005402763740743378,0.0015733886092881687,0.0038791227505818684,0.00112281375314697,0.002195049980492286
w_larissa_wind_speed_10m,Other,0.0003717019031763321,0.0005218056675961487,0.0009925622223796921,0.0083622311827957,0.0002921018392783481,0.0012125726193590578,0.004503566900675535,0.001134687301926005,0.0021739037046483523
gen_solar_lag48,Solar gen lag,0.00030114311745116893,0.0019401308840891105,0.0018729462970752309,0.003504032258064516,0.0011358790659556283,0.0019816537493834645,0.004768482600715273,0.0018302876430875273,0.00216681945197774
w_athens_wind_speed_10m,Other,0.00046976911010853913,0.0007840131805665064,0.0013047344322657316,0.006673387096774194,0.00043798303083078516,0.0012509322650976031,0.004749560050712434,0.0015337717433224602,0.0021505188637097818
w_gr_mean_temperature_2m,Other,0.00027065816552839726,0.0015221747258511258,0.0015967132414491027,0.006364247311827957,0.000663073074492715,0.001269702159310071,0.003727742350559161,0.0015294969723953754,0.002117976000176738
w_thessaloniki_relative_humidity_2m,Other,0.0002901057640109911,0.0006706349161460706,0.001310803744762178,0.007605510752688172,0.0006490628258266865,0.0017282959073169895,0.003216833500482525,0.0012339078550744947,0.002088144408288514
w_larissa_relative_humidity_2m,Other,0.00032067201309525414,0.0007257872716477707,0.001239834523444518,0.0077668010752688175,0.00041400298018380105,0.0014881196748761734,0.0033871364505080703,0.0011156048502360548,0.0020572448549075577
w_larissa_wind_gusts_10m,Other,0.00033187107632336735,0.0006677901379052777,0.0014311019771483483,0.00757728494623656,0.0003513651294861325,0.0013598164496936493,0.003178988400476848,0.0014612756098033963,0.0020449367158841976
gen_solar_lag168,Solar gen lag,0.0002630696605486351,0.001183740767482218,0.0015648819180273923,0.0036223118279569894,0.0011612606095422117,0.002221026420230096,0.0046171022006925655,0.0013369602188184363,0.001996294202912318
